,low_freq_power,ps_entropy,ps_freqs.mean,ps_freqs.sd,ps_peaks.mean,ps_peaks.sd,ps_residuals.mean,ps_residuals.sd
59,(0.12267478914697152+0j),0.7333053801274843,5957.666151810643,1574.7199168565342,0.045454545454545456,0.2094925949417383,(1421.6473185394852+0j),(1898.0134818451581+0j)
60,(0.03650604024003335+0j),0.7252314676613277,4832.661429606601,2301.204587404664,0.03409090909090909,0.18250263020391777,(1076.7863948385973+0j),(1598.0652183019156+0j)
61,(0.0008043608104599617+0j),0.7270634697653835,3140.1322726676112,1186.5601130718187,0.056818181818181816,0.2328215016265567,(698.0383301589086+0j),(1001.238344969733+0j)
62,(0.0004714752946181808+0j),0.7204126753286961,2191.41951586162,726.3636535881199,0.056818181818181816,0.2328215016265567,(462.7181935838084+0j),(679.7628872569067+0j)
63,(0.0006900574099877258+0j),0.707805798688003,559.8185150177709,160.30793858935237,0.022727272727272728,0.1498867562775945,(121.8102106789633+0j),(180.85024031097453+0j)
64,(0.000586997920227356+0j),0.7247969089713691,11359.099473394783,1806.9520222269869,0.125,0.3326141667278259,(2658.3819307134186+0j),(3596.590973250533+0j)
65,(0.0013782546088040933+0j),0.7270270024291817,1491.1397222931473,710.5381067511108,0.03409090909090909,0.18250263020391777,(343.5166136977178+0j),(495.8651978507267+0j)
66,(0.002926337631622338+0j),0.7554803730642926,550.1635873077211,200.27010505824916,0.022727272727272728,0.1498867562775945,(151.2089861149773+0j),(177.42002602790436+0j)
67,(0.0022578007518751736+0j),0.7689309937035123,27136.61878023578,3504.5914130735973,0.10227272727272728,0.3047430697456363,(8459.213763776932+0j),(8554.89274382139+0j)
68,(0.15284389194136017+0j),0.45389989299871797,32195.50646481081,46162.78794058024,0.011363636363636364,0.10660035817780524,(3968.4970047601264+0j),(16981.222565402866+0j)
69,(0.023903058198345185+0j),0.6619426334568621,366.9552321181138,241.39497622149008,0.03409090909090909,0.18250263020391777,(61.29414421811692+0j),(129.52788701433624+0j)
70,(0.006035151561287912+0j),0.6980021039498806,84592.17980786173,67074.14596077346,0.022727272727272728,0.1498867562775945,(16303.055590605945+0j),(31640.207214224007+0j)
71,(3.2584455046243365e-06+0j),0.740523757945971,7006.27452622273,1231.657528796674,0.10227272727272728,0.30474306974563625,(1881.4222006194204+0j),(2249.2048751164516+0j)
72,(0.005863961515737538+0j),0.7876872351281358,8582.370546786306,2580.070625932534,0.03409090909090909,0.18250263020391777,(2572.717022700509+0j),(2579.9937935264015+0j)
73,(0.004186491890242757+0j),0.7618471870475942,61645.14269502734,20157.28802196708,0.056818181818181816,0.23282150162655668,(15968.026018524204+0j),(18881.753985709016+0j)
74,(9.57772137194486e-05+0j),0.7252249396611906,16010.766057046929,5300.7737566549,0.022727272727272728,0.1498867562775945,(3546.1552448321004+0j),(5037.22635751961+0j)
75,(0.02160842994070683+0j),,,,,,(0.6868208411197357+0j),(2.6106891819666043+0j)
76,(0.023663102253816567+0j),,,,,,(5.924848265330545+0j),(27.829423906928056+0j)
77,(1.5044735258873554e-05+0j),0.6888929488040165,372.092376669484,167.19985323256785,0.04040404040404041,0.19790700347467466,(69.99068575222108+0j),(121.39553984474395+0j)
78,(0.009830242464271602+0j),,,,,,(32.063809209921274+0j),(107.79313292561616+0j)
79,(0.0065814892949341685+0j),0.7849515810906611,13.707027392635512,5.0322109563427375,0.028688524590163935,0.16727272927261047,(3.4253437621901246+0j),(4.363205195843957+0j)
80,(0.0015327091110872713+0j),,,,,,(10.325813738728597+0j),(23.09814058226776+0j)
81,(0.023342811928423017+0j),0.5990663970708695,1761.9265668307837,1015.4675756785592,0.04597701149425287,0.21064938228269567,(259.9907986429268+0j),(615.4589290668708+0j)
82,(0.2985119033599865+0j),0.5535002659302043,920.4837068035062,888.6536670624016,0.024691358024691357,0.15614965913950216,(131.60407901541072+0j),(398.0294247007787+0j)
83,(0.3243618913841249+0j),0.6080403596241596,397.76159439481046,281.7793382232989,0.012345679012345678,0.11111111111111113,(63.04658428446291+0j),(151.53046659908372+0j)
84,(0.0004942153946038714+0j),,,,,,(59.98642029343558+0j),(82.27256781205045+0j)
85,(0.28746305093178026+0j),0.5654990885548009,2269.9681278636644,1003.2208077923764,0.024691358024691357,0.15614965913950216,(311.79701473361195+0j),(773.2511461261796+0j)
86,(0.5418121147297635+0j),0.447140468077248,1134.037208799379,1531.8020357509301,0.024691358024691357,0.15614965913950216,(148.78935064397868+0j),(598.2645097778034+0j)
87,(0.017269199280841363+0j),,,,,,(1315.6196984726555+0j),(6400.706080091919+0j)
88,(3.5707443043645645e-09+0j),0.6580283199129828,3971.208804160665,4340.630451413209,0.003436426116838488,0.058621038176054914,(597.5927313031709+0j),(1811.9449025749484+0j)
89,(0.0032842170059768088+0j),0.6903315587620781,349.4099057689361,249.03468749299554,0.0136986301369863,0.11643627933716943,(53.83173798120532+0j),(129.51930042460108+0j)
90,(0.00021101375534035742+0j),0.7334817459577677,58.85016621520119,40.22705466521467,0.008695652173913044,0.09294524111528772,(9.957127453663942+0j),(21.35668688572317+0j)
91,(0.0002472936327971624+0j),0.7557819183298683,704.4224454411789,322.68498809426967,0.007281553398058253,0.08512414491899085,(134.25727836009702+0j),(232.4976333750347+0j)
92,(0.01782083397305427+0j),,,,,,(231.26315520898342+0j),(891.0895557585493+0j)
93,(0.009075811703026968+0j),,,,,,(324.50548695436873+0j),(1340.8173639609515+0j)
94,(8.620368737261337e-05+0j),0.7721257596137976,17.857699012126247,9.391992400079596,0.00684931506849315,0.08261826616014964,(4.176677604367454+0j),(6.169737395911662+0j)
95,(0.008247445632303637+0j),,,,,,(1084.1564768257426+0j),(4103.155642878167+0j)
96,(0.005229593284826912+0j),,,,,,(396.71065590655314+0j),(1604.96854053671+0j)
97,(3.584119367398235e-05+0j),0.7654890698512696,54.84170862402603,29.92021587440342,0.014563106796116505,0.1199414025546309,(10.940062571210891+0j),(18.698013170438337+0j)
98,(0.01079885250109421+0j),,,,,,(158.17160611400445+0j),(480.04355397086897+0j)
99,(0.0006051630474426632+0j),0.7420161642974991,2.1278430554744,0.8998653672180141,0.013513513513513514,0.11561585342048693,(0.394892489012438+0j),(0.7010101021040835+0j)
100,(5.232914583392323e-05+0j),0.7457556649847876,436.8887639832034,263.58451726160865,0.002702702702702703,0.05198752449100364,(83.22355831030359+0j),(153.8664779837681+0j)
101,(0.006135752159518336+0j),,,,,,(1464.5530726480458+0j),(4812.849932788263+0j)
102,(0.035998228221453335+0j),,,,,,(4557.071210784712+0j),(21479.221248908623+0j)
103,(0.021624403946169723+0j),0.5459843920756446,5607.215213673041,8992.991221518525,0.007281553398058253,0.08512414491899085,(668.6744564201665+0j),(3296.810922275854+0j)
104,(0.0022173977581475632+0j),,,,,,(272.01961249763417+0j),(954.5504300388128+0j)
105,(0.003788175951551929+0j),,,,,,(519.8894256692782+0j),(1802.7431275682045+0j)
106,(0.0026872137435936896+0j),,,,,,(261.83206260925607+0j),(859.8750199004758+0j)
107,(0.004543282529284711+0j),,,,,,(20.323101878414167+0j),(72.63182147796431+0j)
108,(0.002294350355743066+0j),,,,,,(286.2040512594805+0j),(1040.8231637996594+0j)
109,(0.0006245490616050147+0j),0.6847683151356292,236.66125875634359,246.82043883222414,0.003424657534246575,0.05852057359806529,(37.430162249436684+0j),(104.33737008371791+0j)
110,(7.392872835967725e-05+0j),0.7598712695173186,389.3050734784381,295.8097595892354,0.00684931506849315,0.08261826616014963,(85.05468229484374+0j),(148.29334699112232+0j)
111,(0.017142780155167226+0j),,,,,,(169.4550962364825+0j),(576.2951370162457+0j)
112,(0.0050935741366653995+0j),,,,,,(650.396940900036+0j),(3760.5855260789886+0j)
113,(0.008061058718984996+0j),,,,,,(168.16195360609066+0j),(828.5522174787064+0j)
114,(0.005071431601041335+0j),,,,,,(289.227409509969+0j),(1087.012878796563+0j)
115,(0.009420491041825721+0j),,,,,,(2.0734319051094237+0j),(5.722991385333787+0j)
116,(0.0025873131148061897+0j),,,,,,(169.1802937243272+0j),(814.1184423906302+0j)
117,(0.007474833869463165+0j),0.7475748098975772,6552.533707930282,4254.942169270909,0.015267175572519083,0.12284824294967944,(1291.0544928718382+0j),(2333.00024783903+0j)
118,(0.013681261409326718+0j),,,,,,(18.411113302290346+0j),(33.632645278993586+0j)
119,(0.011042029541607283+0j),,,,,,(1343.9093654459111+0j),(3226.634820969285+0j)
120,(2.8676682716838207e-05+0j),0.7203248780145215,387.29824225005564,281.99321910620995,0.011450381679389313,0.10659568139020223,(71.2916481130731+0j),(145.70731130063618+0j)
121,(4.8145028876287646e-05+0j),0.7342808176982164,449.0466413769058,360.0046214414149,0.007633587786259542,0.08720286878008622,(89.45668348354909+0j),(175.44787727898668+0j)
122,(7.430325585671832e-05+0j),0.7216876654707445,337.5595098143837,232.93347689350384,0.011450381679389313,0.10659568139020222,(61.365113732841365+0j),(123.98775797518238+0j)
123,(0.002778894564300026+0j),,,,,,(371.9574468037536+0j),(1419.1639971935954+0j)
124,(0.007969770161317788+0j),0.6853836222869328,24.93426575328952,20.240881107243418,0.003816793893129771,0.06178020632152154,(3.9016511151461466+0j),(9.753910905082074+0j)
125,(0.0017837998363469324+0j),0.6474101160782622,625.8298907925312,606.327874425467,0.003816793893129771,0.06178020632152154,(89.19366577786211+0j),(266.58605029085305+0j)
126,(0.002979437909878704+0j),0.7589625806793395,4979.441117219785,2297.5276879148473,0.019083969465648856,0.1370820733641814,(1017.6066562708024+0j),(1628.4369026319905+0j)
127,(0.0005817831613940229+0j),,,,,,(536.163463366216+0j),(3566.907013671329+0j)
128,(0.14161920798244493+0j),0.682814078041202,375.73688541966936,274.8989309924456,0.011450381679389313,0.10659568139020223,(56.03822969055909+0j),(140.4176417581909+0j)
129,(0.0001040858557326712+0j),0.7415289330113883,295.1336586462469,109.60290885206844,0.04198473282442748,0.20093810582212693,(56.48619172069996+0j),(94.46168648640283+0j)
130,(0.006501753349436046+0j),,,,,,(22.8308279737361+0j),(86.71628275369025+0j)
131,(0.0032263136267334193+0j),,,,,,(19.31486996971122+0j),(71.03165193849821+0j)
132,(0.004910432004394761+0j),,,,,,(23.83671438409569+0j),(89.11334594982682+0j)
133,(0.09923742320982652+0j),0.6202501575126809,430.11502733159637,826.9218575661979,0.003816793893129771,0.061780206321521536,(64.3302417040026+0j),(289.9529680825698+0j)
134,(0.0012287326577860853+0j),,,,,,(11.365815168385021+0j),(47.571922989537896+0j)
135,(0.006154849323362122+0j),,,,,,(66.65743368017222+0j),(189.91593804891752+0j)
136,(0.010792470109848077+0j),,,,,,(10.832827586118507+0j),(47.77090821624898+0j)
137,(0.003294432140315395+0j),,,,,,(75.7620989811838+0j),(382.02100661022985+0j)
138,(0.0017680627817554626+0j),,,,,,(16.61497780646863+0j),(89.9778899538276+0j)
139,(0.002388641039437492+0j),,,,,,(15.517614378793455+0j),(68.66952324189423+0j)
140,(0.024335201853770846+0j),0.594295470014997,29.185679069048454,43.1684757931106,0.011450381679389313,0.10659568139020223,(3.987072927983959+0j),(16.13487427529992+0j)
141,(0.13888878285988407+0j),0.6178462089873269,1450.088340333829,1798.34220350452,0.003816793893129771,0.061780206321521536,(195.9543502304909+0j),(711.8863983035639+0j)
142,(0.04853346797339928+0j),0.6326313852967173,14.592643915166072,16.530479214195548,0.011450381679389313,0.10659568139020223,(2.0539159709629784+0j),(6.766720679452814+0j)
143,(3.860824423162687e-05+0j),0.22369855953939202,713.1911478327189,2346.3313367502933,0.007633587786259542,0.08720286878008622,(75.64730073010986+0j),(771.5607188675325+0j)
144,(0.0029050688472829394+0j),,,,,,(649.6179100234853+0j),(3178.5215775039214+0j)
145,(0.007831846202646082+0j),,,,,,(35.88796415971037+0j),(163.34561862291378+0j)
146,(0.0035334260543007146+0j),,,,,,(16.028671782072372+0j),(39.56906745801418+0j)
147,(0.0017357570752078936+0j),,,,,,(3063.4315302392806+0j),(7879.683859410221+0j)
148,(0.004405698423644173+0j),,,,,,(527.2869711552528+0j),(1909.8004521785895+0j)
149,(0.0007433377489963679+0j),,,,,,(41.02104495905234+0j),(122.13954520181801+0j)
150,(0.0005692652388564759+0j),,,,,,(891.5633202161334+0j),(3250.9663819272123+0j)
151,(0.0005687231640812726+0j),0.7462869229540138,30.424551387173672,14.63118697142565,0.015267175572519083,0.12284824294967943,(5.997227953397523+0j),(10.173171753707008+0j)
152,(0.0007464873451761841+0j),,,,,,(12.402431812613607+0j),(77.41266717324066+0j)
153,(0.0020791264063790135+0j),,,,,,(605.5949323565925+0j),(2395.197830860587+0j)
154,(0.008166931155001871+0j),,,,,,(209.86731941766857+0j),(674.6897943191569+0j)
155,(0.019310399488687728+0j),0.6975452067008215,5858.404023142076,4292.963805901394,0.007633587786259542,0.0872028687800862,(942.26602012722+0j),(2200.0726185171593+0j)
156,(0.0023068160671922073+0j),,,,,,(1004.6616645719919+0j),(2720.6938293173957+0j)
157,(0.029413678879880962+0j),0.6212609078246398,4389.22937253688,4625.244713702182,0.003816793893129771,0.061780206321521536,(593.9227157490374+0j),(1958.4112940103453+0j)
158,(0.007464281382504892+0j),,,,,,(238.67527358498438+0j),(703.0029277741759+0j)
159,(0.0014335327738227428+0j),,,,,,(31.611282672101254+0j),(85.43785548153265+0j)
160,(0.0017896048323660318+0j),,,,,,(5.707802496846164+0j),(14.829684689058654+0j)
161,(0.0011959392299317304+0j),,,,,,(5.883819292386337+0j),(15.636955343126845+0j)
162,(0.14207508081454454+0j),0.3919873573500304,220.59955401423875,552.2247845541012,0.003816793893129771,0.061780206321521536,(24.514800727136905+0j),(186.59663828134643+0j)
163,(0.0016074112050769348+0j),,,,,,(32.42918821991114+0j),(47.51742418688044+0j)
164,(0.0058962952832590084+0j),,,,,,(52.643952544868846+0j),(140.4255651144727+0j)
165,(0.0011008066557823134+0j),,,,,,(1778.6530754034834+0j),(4569.981165143749+0j)
166,(0.012501465696771474+0j),,,,,,(53.48160517513437+0j),(162.95496278021628+0j)
167,(0.005031161350864456+0j),,,,,,(1399.4133725899676+0j),(3204.1547167039944+0j)
168,(0.0054120219985220675+0j),,,,,,(10.943368576804737+0j),(31.30661370130756+0j)
169,(0.0024788519212148165+0j),,,,,,(11.515355704275352+0j),(31.924407722932404+0j)
170,(0.00942634061937507+0j),,,,,,(433.17489059429704+0j),(1168.6936099378718+0j)
171,(0.0005027410207224781+0j),,,,,,(35.39268232571214+0j),(109.71164253188591+0j)
172,(0.0020794496918086175+0j),,,,,,(2852.452013765359+0j),(7821.35280938571+0j)
173,(0.0026288173545297813+0j),0.7222622044528831,3499.4565396168305,2275.0188961114854,0.003816793893129771,0.061780206321521536,(608.0486701015935+0j),(1250.1043483839746+0j)
174,(0.0002302385111741043+0j),,,,,,(3429.2586361437307+0j),(8737.297521624001+0j)
175,(0.0015241732663438205+0j),,,,,,(1985.5566700120905+0j),(7371.2695346359715+0j)
176,(0.010599280045812523+0j),,,,,,(196.9789997619521+0j),(625.1321962139659+0j)
177,(0.03997334956590893+0j),0.6734178951455224,8044.087832057861,8197.593650980318,0.007633587786259542,0.0872028687800862,(1239.752676732235+0j),(3507.159646342907+0j)
178,(0.0022956290184576278+0j),,,,,,(1092.6502729870456+0j),(3685.3137119716544+0j)
179,(0.006453762309172402+0j),,,,,,(949.8730367779126+0j),(3808.9680499599667+0j)
180,(0.00235116769308428+0j),,,,,,(1319.7686767005614+0j),(2944.8940265403317+0j)
181,(8.612035791567256e-05+0j),0.7791189121394071,703.8323829908152,254.14292327813834,0.026717557251908396,0.1615653444692695,(172.0710831419136+0j),(227.62344705629476+0j)
182,(0.00040841689759967274+0j),0.6473060719641072,34570.504873198275,15475.23447291186,0.04477611940298507,0.2083729044282493,(5717.70313007487+0j),(11222.678974996983+0j)
183,(2.935537523026777e-06+0j),0.6618720801495662,16303.587927154187,3520.258652240666,0.07462686567164178,0.26477164751518606,(3198.868261521706+0j),(5160.922369186387+0j)
184,(0.00030806399669912636+0j),,,,,,(2750.814735338063+0j),(3628.097073498842+0j)
185,(1.572864152348413e-05+0j),0.6579145062144985,14883.535486231334,9165.362092129084,0.023529411764705882,0.15247721049352903,(2708.331217980386+0j),(5320.5853419967925+0j)
186,(0.000371791749268458+0j),,,,,,(4389.719834662863+0j),(12813.391477626408+0j)
187,(2.6681457442660652e-05+0j),0.6982312222692104,9030.03062213654,2926.2394639239933,0.058823529411764705,0.23669053416557545,(1900.5669929868654+0j),(2902.086675960474+0j)
188,(0.00018529207926900305+0j),0.726217623861423,9456.422808869993,3058.7220677224705,0.05970149253731343,0.23872115183006287,(2301.0707567866516+0j),(2999.3046971786284+0j)
189,(0.0015985159811694716+0j),,,,,,(552.9065664637086+0j),(1342.0524044691686+0j)
190,(0.011011047401197573+0j),,,,,,(349.32656535760657+0j),(1585.370358678106+0j)
191,(0.0008168845749586673+0j),0.7126792063856026,278.97375677224966,153.76507324970063,0.028368794326241134,0.16661600040415933,(54.848115559510234+0j),(96.90052128648114+0j)
192,(0.004321715556687347+0j),,,,,,(649.7273898104692+0j),(3714.380994346735+0j)
193,(0.012222774770671435+0j),,,,,,(318.89549349547354+0j),(1391.610190658396+0j)
194,(0.004381894286896136+0j),,,,,,(19.08881987167471+0j),(89.07861341863386+0j)
195,(0.002225883179561032+0j),,,,,,(1059.9082256036693+0j),(5475.734383285727+0j)
196,(0.0010501493211228171+0j),,,,,,(57.28245084131311+0j),(179.07298750723126+0j)
197,(0.0026627993332473277+0j),,,,,,(26.499305703070856+0j),(71.01995958238386+0j)
198,(0.0005881020113532612+0j),,,,,,(17.31990261002421+0j),(47.72134656860372+0j)
199,(0.0018708496025281727+0j),,,,,,(93.81877534926151+0j),(295.9746232496055+0j)
200,(0.0006994395163077308+0j),,,,,,(390.349208133645+0j),(1361.4360133842554+0j)
201,(0.001025199463157468+0j),,,,,,(680.0996971279175+0j),(4341.20975890083+0j)
202,(0.0002718878161125083+0j),,,,,,(204.5403787321752+0j),(555.3646575264198+0j)
203,(0.0007587804658686358+0j),,,,,,(53.25574666025815+0j),(170.80525595219453+0j)
204,(2.2251296371240755e-05+0j),,,,,,(127.33879140787609+0j),(353.17109219169396+0j)
205,(0.0005249898748960146+0j),0.6999372871830791,225.73318129079829,113.97075232879025,0.028368794326241134,0.16661600040415933,(41.17532799768862+0j),(76.55774216640502+0j)
206,(0.0005482029193594875+0j),,,,,,(616.9430055665488+0j),(1429.8700620720012+0j)
207,(0.001116254905127528+0j),,,,,,(99.16819962337203+0j),(247.01712942732684+0j)
208,(0.0007908843778926588+0j),,,,,,(7426.6977593014335+0j),(17136.90116745587+0j)
209,(0.0005809262576600898+0j),,,,,,(624.1411840027249+0j),(1473.1957988592737+0j)
210,(0.0004275119160092254+0j),,,,,,(8197.195812596246+0j),(17474.661909204213+0j)
211,(0.013952737067329236+0j),,,,,,(913.9100264038782+0j),(5374.458266800647+0j)
212,(0.00019416677150324577+0j),,,,,,(32.67550001349218+0j),(88.0574567951897+0j)
213,(0.0034909734716159+0j),,,,,,(68.42021190733028+0j),(362.7983722414191+0j)
214,(0.002215816554945628+0j),,,,,,(28.3872914524117+0j),(68.22221556051096+0j)
215,(0.0004652245554770651+0j),,,,,,(865.1928932532575+0j),(3083.5217679374223+0j)
216,(0.0002469234556835397+0j),,,,,,(436.12950814945464+0j),(1146.8393387257047+0j)
217,(0.00011351298520574193+0j),,,,,,(24.425224817854183+0j),(71.02990661409235+0j)
218,(0.0003517166980350521+0j),,,,,,(37.75924211631385+0j),(92.49195338584894+0j)
219,(0.0009959038462324056+0j),,,,,,(41.93233663428646+0j),(147.5442513198274+0j)
220,(0.0003898622899689465+0j),,,,,,(1227.5020833513531+0j),(3373.979845447471+0j)
221,(0.0012476248298966023+0j),,,,,,(934.1601569150992+0j),(2327.6641132038626+0j)
222,(0.0009052709555748129+0j),,,,,,(10.224325811669393+0j),(28.299249480712533+0j)
223,(0.0007467732382846432+0j),,,,,,(57.81578263895268+0j),(174.60992911515888+0j)
224,(0.008009434885969242+0j),,,,,,(121.58141764433479+0j),(294.610693092898+0j)
225,(0.01707825407786069+0j),0.5925840063509571,231.70622601491425,189.7263822057986,0.014184397163120567,0.11867215360195857,(32.072522545005306+0j),(92.23828108304505+0j)
226,(0.0012400184977319005+0j),,,,,,(74.55965426344025+0j),(188.48694908383027+0j)
